date,dhw,reef_break
2019-09-01 00:00:00+00:00,0.0,Snapper Rocks
2019-10-01 00:00:00+00:00,0.0,Snapper Rocks
2019-11-01 00:00:00+00:00,0.0,Snapper Rocks
2019-12-01 00:00:00+00:00,0.0,Snapper Rocks
2020-01-01 00:00:00+00:00,0.0,Snapper Rocks
2020-02-01 00:00:00+00:00,0.8175862068965517,Snapper Rocks
2020-03-01 00:00:00+00:00,3.7529032258064516,Snapper Rocks
2020-04-01 00:00:00+00:00,3.88,Snapper Rocks
2020-05-01 00:00:00+00:00,2.2458064516129035,Snapper Rocks
2020-06-01 00:00:00+00:00,0.0,Snapper Rocks
2020-07-01 00:00:00+00:00,0.0,Snapper Rocks
2020-08-01 00:00:00+00:00,0.0,Snapper Rocks
2020-09-01 00:00:00+00:00,0.0,Snapper Rocks
2020-10-01 00:00:00+00:00,0.0,Snapper Rocks
2020-11-01 00:00:00+00:00,0.0,Snapper Rocks
2020-12-01 00:00:00+00:00,0.0,Snapper Rocks
2021-01-01 00:00:00+00:00,0.0,Snapper Rocks
2021-02-01 00:00:00+00:00,0.0,Snapper Rocks
2021-03-01 00:00:00+00:00,0.0,Snapper Rocks
2021-04-01 00:00:00+00:00,0.0,Snapper Rocks
2021-05-01 00:00:00+00:00,0.0,Snapper Rocks
2021-06-01 00:00:00+00:00,0.0,Snapper Rocks
2021-07-01 00:00:00+00:00,0.0,Snapper Rocks
2021-08-01 00:00:00+00:00,0.0,Snapper Rocks
2021-09-01 00:00:00+00:00,0.0,Snapper Rocks
2021-10-01 00:00:00+00:00,0.0,Snapper Rocks
2021-11-01 00:00:00+00:00,0.0,Snapper Rocks
2021-12-01 00:00:00+00:00,0.0,Snapper Rocks
2022-01-01 00:00:00+00:00,0.0,Snapper Rocks
2022-02-01 00:00:00+00:00,0.5121428571428571,Snapper Rocks
2022-03-01 00:00:00+00:00,0.53,Snapper Rocks
2022-04-01 00:00:00+00:00,0.4583333333333333,Snapper Rocks
2022-05-01 00:00:00+00:00,0.0,Snapper Rocks
2022-06-01 00:00:00+00:00,0.0,Snapper Rocks
2022-07-01 00:00:00+00:00,0.0,Snapper Rocks
2022-08-01 00:00:00+00:00,0.0,Snapper Rocks
2022-09-01 00:00:00+00:00,0.0,Snapper Rocks
2022-10-01 00:00:00+00:00,0.0,Snapper Rocks
2022-11-01 00:00:00+00:00,0.0,Snapper Rocks
2022-12-01 00:00:00+00:00,0.0,Snapper Rocks
2023-01-01 00:00:00+00:00,0.0,Snapper Rocks
2023-02-01 00:00:00+00:00,0.0,Snapper Rocks
2023-03-01 00:00:00+00:00,0.0,Snapper Rocks
2023-04-01 00:00:00+00:00,0.0,Snapper Rocks
2023-05-01 00:00:00+00:00,0.0,Snapper Rocks
2023-06-01 00:00:00+00:00,0.0,Snapper Rocks
2023-07-01 00:00:00+00:00,0.0,Snapper Rocks
2023-08-01 00:00:00+00:00,0.0,Snapper Rocks
2023-09-01 00:00:00+00:00,0.0,Snapper Rocks
2023-10-01 00:00:00+00:00,0.0,Snapper Rocks
2023-11-01 00:00:00+00:00,0.0,Snapper Rocks
2023-12-01 00:00:00+00:00,0.0,Snapper Rocks
2024-01-01 00:00:00+00:00,0.05333333333333334,Snapper Rocks
2024-02-01 00:00:00+00:00,2.1182758620689657,Snapper Rocks
2024-03-01 00:00:00+00:00,6.524516129032258,Snapper Rocks
2024-04-01 00:00:00+00:00,6.6033333333333335,Snapper Rocks
2024-05-01 00:00:00+00:00,3.202258064516129,Snapper Rocks
2024-06-01 00:00:00+00:00,0.0,Snapper Rocks
2024-07-01 00:00:00+00:00,0.0,Snapper Rocks
2024-08-01 00:00:00+00:00,0.0,Snapper Rocks
2024-09-01 00:00:00+00:00,0.0,Snapper Rocks
2024-10-01 00:00:00+00:00,0.0,Snapper Rocks
2024-11-01 00:00:00+00:00,0.0,Snapper Rocks
2024-12-01 00:00:00+00:00,0.0,Snapper Rocks
2019-01-01 00:00:00+00:00,0.0,Padang Padang
2019-02-01 00:00:00+00:00,0.03214285714285714,Padang Padang
2019-03-01 00:00:00+00:00,0.1803225806451613,Padang Padang
2019-04-01 00:00:00+00:00,1.1996666666666667,Padang Padang
